id,name_en,bbx,caption_cn,caption_en,class_cn,class_en,retrieval_class_cn,retrieval_class_en,picture,scaling_strategy,inner_placement,portfolio_assets,source,author_name,author_link,license,state,alignToWallNormal
1870,b_15,"0.976,0.946,0.971",米色底黑色花卉图案布艺扶手沙发椅配木腿,A beige armchair with black floral pattern upholstery and wooden legs,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,0.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1873,b_2,"0.765,0.841,0.957",黑白格纹布艺高背翼式单人沙发椅,A wingback armchair with black and white checkered fabric upholstery,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,0.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1877,b_23,"0.781,0.838,1.113",黑色拉扣皮质白框扶手椅配米色靠垫,Black tufted leather armchair with white frame and beige cushions,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,1.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1883,b_3,"1.160,1.074,1.276",棕色皮质高背翼型旋转休闲椅带软垫,Brown leather swivel lounge chair with high wingback and cushioned seat,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,0.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1903,b_49,"0.825,0.923,0.789",深灰色纽扣簇绒软包扶手椅，带弧形靠背,Dark gray tufted button upholstered armchair with curved back,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,0.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1905,b_50,"0.709,0.804,0.746",灰色布艺扶手椅配深色木质雪橇式底座,Gray upholstered armchair with dark wooden sled base frame,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,0.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1923,b_73,"0.505,0.622,0.883","灰褐色条纹布艺高背餐椅,带纽扣拉点靠背和深色木腿",Taupe striped fabric high-back dining chair with tufted backrest and dark wood legs,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,0.0,3D Future Dataset,3D Future Dataset,https://tianchi.aliyun.com/dataset/98063,CC BY-NC-SA 4.0,,
1948,c_SM_Chair_2,"1.030,0.961,0.847",深木腿灰色布艺单人沙发椅配米色人字纹靠枕和毛毯,A gray upholstered armchair with beige chevron pillow and throw blanket on dark wooden legs,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,1.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1992,d_1000005160790,"0.908,1.037,0.741",米色编织豆袋椅配芥末黄靠枕,A beige woven bean bag chair with mustard yellow cushion,单人沙发,Single_sofa_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,1.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1193,a_SM_assualt_rifle_01_mag_01,"0.145,0.206,0.028",深灰色弧形带凹槽纹理的步枪弹匣,Dark gray curved rifle magazine with ribbed texture,弹匣,magazine,武器,Weapon,,ISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1194,a_SM_assualt_rifle_01_mag_02,"0.194,0.228,0.059",灰色弧形步枪弹匣，带凸纹纹理和铜色触点,Gray curved rifle magazine with ribbed texture and brass-colored contacts,弹匣,magazine,武器,Weapon,,ISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1487,a_SM_handgun_01_magazine,"0.069,0.136,0.026",灰色长方形金属弹匣，前端带弧形边缘,Gray rectangular metal magazine with curved front edge,弹匣,Firearm_component,武器,Weapon,,ISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1490,a_SM_handgun_02_mag,"0.054,0.105,0.019",深灰色长方形手枪弹匣，带纹理防滑表面,Dark gray rectangular pistol magazine with textured grip surface,弹匣,Firearm_component,武器,Weapon,,ISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1753,a_SM_Vase_9,"0.220,0.220,0.869",深灰色大理石纹理细颈高花瓶,Tall dark gray marble-textured vase with slender neck,地面大花瓶,Large_floor_vase,艺术摆件,Art_ornament,,RADIAL,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
367,12_SM_World_Globe,"0.461,0.428,0.668",带灰色底座和子午环的浅蓝米色台式地球仪,A light blue and beige desktop globe with gray stand and meridian ring,地球仪,Globe,地球仪,Globe,,ISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/a240ec0c-aabc-4c7e-917a-41949b0c2578,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1466,a_SM_Globe,"0.442,0.442,0.650",复古风格装饰地球仪，棕褐色地图配黑色铁艺支架,Vintage-style decorative globe with sepia-toned map on black wrought iron stand,地球仪,Globe,地球仪,Globe,,ISOTROPIC,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
153,0_SM_Carpet_thr001,"1.331,1.325,0.010",灰蓝色迷彩图案方形地毯,A gray-blue camouflage patterned rectangular carpet,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,商品下架，但作者已同意,CityColor（黄烨）,CityColor（黄烨）,CC BY-NC-SA 4.0,,
314,11_SM_Carpet,"2.943,5.500,0.000",深红色中心配米色花卉边框的传统波斯风格地毯,Traditional Persian-style carpet with deep red center and ornate beige floral border,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/c378af24-5f24-48a1-8d60-290f2cd8529f,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
465,18_SM_Carpet,"2.200,1.500,0.020",米色几何锯齿菱形图案长方形地毯,A beige rectangular carpet with geometric zigzag diamond pattern,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/3c4f89ac-742c-426e-985c-b912d6d91baa,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
887,45_Capet01,"2.435,1.607,0.007",米棕色调几何奖章图案传统波斯风格流苏边地毯,Traditional Persian-style carpet with geometric medallion pattern in beige and brown tones with fringed edges,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://sketchfab.com/3d-models/carpet-924f280b19534edf93a8a3205f4bdb6b,Mehdi Shahsavan,https://sketchfab.com/ahmagh2e,CC BY-NC-SA 4.0,,
888,45_Capet02,"2.085,1.549,0.012",奶油色与蓝色调的传统波斯风格中央圆形花纹地毯,Traditional Persian-style carpet with central medallion in cream and blue tones,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://sketchfab.com/3d-models/persian-nain-carpet-dc98944361654db191422c91e685371a,mfb64,https://sketchfab.com/mfb64,CC BY-NC-SA 4.0,,
889,45_Capet03,"2.551,1.841,0.003",黑色米色相间的传统波斯风格中央圆形花纹地毯,Traditional Persian-style carpet with black and beige medallion pattern,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://sketchfab.com/3d-models/carpet-ab0ffe307b514642907d545fd1da5d93,Mehdi Shahsavan,https://sketchfab.com/ahmagh2e,CC BY-NC-SA 4.0,,
890,45_Capet04,"2.826,1.616,0.000",黑色与米色几何奖章图案的传统波斯风格地毯,A traditional Persian-style carpet with black and beige geometric medallion pattern,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://sketchfab.com/3d-models/carpet-e254987fa5d94dca849964089229a62e,Mehdi Shahsavan,https://sketchfab.com/ahmagh2e,CC BY-NC-SA 4.0,,
891,45_Capet05,"2.400,1.700,0.010",现代几何拼接地毯，灰色、青色、粉色和橄榄色柔和色调,"Modern geometric patchwork carpet in muted gray, teal, pink, and olive tones",地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://sketchfab.com/3d-models/carpet-02-tetris-170x240-sophiedecor-ace3ebf262cb485e8beb4f7f17edf068,Alexander.Xas,https://sketchfab.com/a7xasik,CC BY-NC-SA 4.0,,
892,45_SM_Rug_04a,"2.879,1.654,0.019",椭圆形编织地毯，棕灰色同心圆纹理,Oval braided rug with muted brown and gray concentric rings,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
893,45_SM_Rug_05a,"2.419,1.651,0.032
",赭红色波斯风格地毯，带灰色中央圆章和角落图案,A terracotta Persian-style carpet with gray medallion and corner motifs,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
894,45_SM_Rug_06a,"1.826,1.387,0.032",橄榄绿色矩形地毯，带金色花卉边框图案,A rectangular olive-green carpet with golden floral border pattern,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
895,45_SM_Rug_07a,"1.797,1.802,0.043",圆形蓝色地毯，带传统中心花纹和扇形角落图案,A round blue carpet with traditional medallion and fan-shaped corner patterns,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
896,45_SM_Rug_Set_12a,"2.263,1.654,0.025",绿色波斯风格地毯，带华丽花卉圆形图案和流苏边,A green Persian-style carpet with ornate floral medallion and fringed edges,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
897,45_SM_Rug_Set_13b,"1.858,1.202,0.010","椭圆形灰色地毯,带深色花卉图案装饰",An oval gray carpet with ornate dark floral medallion pattern,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
898,45_SM_Rug_Set_19a,"2.857,2.003,0.046",棕色长方形花卉图案装饰地毯,A brown rectangular carpet with ornate floral pattern,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
899,45_SM_Rugs_03a,"2.492,1.670,0.056",天然棕色调编织纹理长方形地毯,A rectangular woven carpet in natural brown tones with textured fabric surface,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
900,45_SM_Rugs_03b,"2.388,1.595,0.045","米色传统地毯,带有华丽花卉图案和装饰边框",A beige traditional carpet with ornate floral medallion and decorative border,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
901,45_SM_Rugs_03c,"2.538,1.698,0.059","深棕色长方形地毯,带几何边框图案和中央奖章纹样",A dark brown rectangular carpet with geometric border pattern and central medallion design,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/6b7471d6-1f9f-4a69-9aaa-2a2f60684578,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
1357,a_SM_Carpet,"2.997,1.962,0.0027",灰色纹理矩形地毯,Gray rectangular carpet with subtle textured pattern,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/cb492691-2363-4ff9-a16b-87d6b3fb081e,NextLevel3D,https://www.fab.com/zh-cn/sellers/Next%20Level%203D,CC BY-NC-SA 4.0,,
1358,a_SM_Carpets_02,"2.474,3.542,0.0081",深灰色长方形地毯，表面纹理细腻,A dark gray rectangular carpet with subtle textured surface,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1675,a_SM_Rug_01,"2.016,1.314,0.0025",深棕色渐变纹理长条走廊地毯,A long narrow dark brown textured runner carpet with subtle gradient,地毯,Carpet,地毯,Carpet,,SORTED_ANISOTROPIC,0,0.0,Imaginarium Group,Imaginarium Group,https://ydove0324.github.io/Imaginarium/,CC BY-NC-SA 4.0,,
1582,a_SM_papers_map_01,"1.533,0.097,0.941",带标记和图钉的旧美国地图布幔,A worn fabric map of the United States with marked locations and pins,地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1583,a_SM_papers_map_02,"0.927,0.050,0.925",带蓝色海洋和米色陆地细节的折叠复古地图,A folded vintage map with blue ocean and beige landmass details,地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1584,a_SM_papers_map_03,"0.400,0.264,0.020",蓝灰色底面带彩色区域标记的平面矩形地图,A flat rectangular map with blue-gray surface and colorful regional markings,地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1585,a_SM_papers_map_04,"0.701,0.400,0.073",带蓝色水域和地形细节的折叠地形图,A folded topographic map with blue water features and terrain details,地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1586,a_SM_papers_pages_01,"0.363,0.027,0.242",带有素描插图和标记的白色纸质地图,A white paper map with sketched illustrations and markings,地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1587,a_SM_papers_pages_02,"0.365,0.030,0.259","带网格的纸质蓝图,绘有草图,四角用夹子固定","A gridded blueprint paper with sketched diagrams, held by four corner clips",地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1588,a_SM_papers_pages_03,"0.353,0.043,0.246",灰色建筑平面图纸带房间布局,Gray architectural floor plan blueprint with room layouts,地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1589,a_SM_papers_pages_04,"0.231,0.047,0.367","带有红圈和X标记的旧纸质地图,用木夹固定","A worn paper map with red circles and X markings, held by clothespins",地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1710,a_SM_Table_Props_01a,"0.687,0.397,0.032",边缘卷曲的褐色羊皮纸地图，带有陈旧质感,Weathered brown parchment map with curled edges and aged texture,地图,Map,图纸,Blueprint,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/77e58b77-87a8-4c97-97dc-de5d0c14d758,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
1643,a_SM_Radio_01a_b,"0.600,0.300,0.250",做旧黄褐色军用电报收发机，带多个旋钮和表盘,Vintage military telegraph transceiver in weathered tan with multiple dials and knobs,电报机,Telegraph_machine,电报机,Telegraph_machine,,ISOTROPIC,0,0.0,https://www.fab.com/listings/77e58b77-87a8-4c97-97dc-de5d0c14d758,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
1427,a_SM_desk_props_battery_01,"0.030,0.017,0.049",棕色顶部灰色主体的9伏方形电池,A rectangular 9V battery with brown top and gray body,电池,Battery,电池,Battery,,ALIGNED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1428,a_SM_desk_props_battery_02,"0.031,0.031,0.053",灰色圆柱形D型电池，带棕色顶部电极,Gray cylindrical D-size battery with brown top terminal,电池,Battery,电池,Battery,,RADIAL,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1224,a_SM_auto_repair_props_01_drill,"0.176,0.160,0.053",青绿色和灰色的无线电钻，带人体工学握把,A teal and gray cordless power drill with ergonomic grip handle,电动工具,Power_tool,电动工具,Power_tool,,ISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
661,25_SM_Repair_Shop_Tools_NN_01a,"0.184,0.273,0.175",青灰色电焊台，配有金属散热片和电源线,A teal-gray soldering station with metal heat sink and attached power cord,电焊机,Electric_welding_machine,电焊机,Electric_welding_machine,,ISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/d97d9c3a-8bf4-49f9-b99f-8becd8dd12b3,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
1787,a_SM_welding_machine_compiled,"0.841,0.795,0.392",红色便携式电焊机带黑色提手、电缆和焊钳,"Red portable welding machine with black handle, cable and electrode holder",电焊机,Electric_welding_machine,电焊机,Electric_welding_machine,,ISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
1789,a_SM_welding_machine_machine,"0.460,0.213,0.390",带黑色手柄和散热风扇的红色便携式焊接机,A red portable welding machine with black handle and ventilation fan,电焊机,Electric_welding_machine,电焊机,Electric_welding_machine,,ALIGNED_ANISOTROPIC,0,0.0,https://www.fab.com/listings/0c106ab4-e1cd-40c2-8731-b7940e52b4b6,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
71,0_korean_public_payphone_01_2k_packed,"0.280,0.367,0.659",带数字显示屏、键盘和读卡器的灰色壁挂式对讲机,"A gray wall-mounted intercom with digital display, keypad and card reader slot",电话亭,Telephone_booth,电话亭,Telephone_booth,,ISOTROPIC,0,1.0,https://polyhaven.com/a/korean_public_payphone_01,UM JOORIN,https://polyhaven.com/all?a=UM%20JOORIN,CC BY-NC-SA 4.0,,
297,10_SM_Phone_01,"0.465,0.181,0.913","带蓝色'PHONE'标识的灰色混凝土电话亭,配壁挂式投币电话",A gray concrete telephone booth with blue 'PHONE' sign and wall-mounted payphone,电话亭,Telephone_booth,电话亭,Telephone_booth,,ISOTROPIC,0,1.0,https://www.fab.com/zh-cn/listings/cd65f803-78a5-44dd-ac03-d1cf353d9d86,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
298,10_SM_Phone_03,"0.307,0.102,0.664",带黑色听筒和张贴通知的灰色老旧公用电话,A weathered gray payphone with posted notices and black handset,电话亭,Telephone_booth,电话亭,Telephone_booth,,ISOTROPIC,0,1.0,https://www.fab.com/zh-cn/listings/cd65f803-78a5-44dd-ac03-d1cf353d9d86,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
585,22_SM_Public_Telephone_01a,"1.543,1.299,2.749",带拱形开口和阿拉伯文字顶部的风化混凝土电话亭,A weathered concrete telephone booth with arched openings and Arabic text on top,电话亭,Telephone_booth,电话亭,Telephone_booth,,ISOTROPIC,0,1.0,https://www.fab.com/zh-cn/listings/fecd3afb-683c-4eb0-8ef8-4ecb99871452,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
1151,a_Payphone,"0.517,0.517,2.005",蓝色公用电话亭带灰色金属立柱底座,Blue public telephone booth with gray metal pole stand,电话亭,Telephone_booth,电话亭,Telephone_booth,,ISOTROPIC,0,1.0,"https://www.fab.com/listings/c3148cbb-4b57-4f09-a749-636bc0fe2da2

https://www.fab.com/listings/82e8f9af-843d-46c4-ae16-c6aee0ed4eaa

https://www.fab.com/listings/f3b2aa27-c8be-4987-b8a2-81adf0fe85a8

https://www.fab.com/listings/b5603e44-e1b0-4346-9c3d-04887aa9f87d",SilverTm,https://www.fab.com/zh-cn/sellers/SilverTm,CC BY-NC-SA 4.0,,
797,44_sk23_GamingChair01,"0.792,0.710,1.273",黑色红条纹高靠背电竞椅,Black gaming chair with red racing stripes and high backrest,电竞椅,Gaming_chair,凳椅沙发,Stool_chair_or_sofa,,ISOTROPIC,0,1.0,https://sketchfab.com/3d-models/gaming-chair-free-download-bcb13eb7ef9e4c3c9499aacff6c79757,Karlos,https://sketchfab.com/Karldashian,CC BY-NC-SA 4.0,,
299,10_SM_Pipe_03,"0.531,0.075,0.198",弯曲的灰色混凝土分段电缆管道,A curved gray concrete cable duct with segmented sections,电缆,Cable,工业部件,Industrial_component,,RADIAL,0,0.0,https://www.fab.com/zh-cn/listings/cd65f803-78a5-44dd-ac03-d1cf353d9d86,EmranArts,https://www.fab.com/zh-cn/sellers/Emran%20Arts,CC BY-NC-SA 4.0,,
644,25_SM_Cords_Wires_NN_01c,"0.166,0.777,0.079","米色编织布料电缆,两端带深色接头",A beige fabric-braided cable with dark connectors at both ends,电缆,Cable,工业部件,Industrial_component,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/d97d9c3a-8bf4-49f9-b99f-8becd8dd12b3,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
645,25_SM_Cords_Wires_NN_01e,"0.297,0.549,0.084",带灰色端头的米黄色盘绕电缆线,A coiled beige cable with gray connectors at both ends,电缆,Cable,工业部件,Industrial_component,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/d97d9c3a-8bf4-49f9-b99f-8becd8dd12b3,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
646,25_SM_Cords_Wires_NN_01f,"0.240,0.069,0.988",灰色双绞长线缆带连接头,A long gray twisted cable with connector ends,电缆,Cable,工业部件,Industrial_component,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/d97d9c3a-8bf4-49f9-b99f-8becd8dd12b3,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
647,25_SM_Cords_Wires_NN_01h,"0.730,0.357,0.048",深灰色盘绕电缆与接头端口,Dark gray coiled cable and connector ends,电缆,Cable,工业部件,Industrial_component,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/d97d9c3a-8bf4-49f9-b99f-8becd8dd12b3,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
648,25_SM_Cords_Wires_NN_01i,"0.477,0.328,0.073",带深色塑料接头的灰色盘绕电缆,A coiled gray cable with dark plastic connectors at both ends,电缆,Cable,工业部件,Industrial_component,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/d97d9c3a-8bf4-49f9-b99f-8becd8dd12b3,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
649,25_SM_Cords_Wires_NN_01j,"0.823,0.391,0.123","带三脚插头的灰色长电源线,整齐盘绕","A long gray power cable with three-prong plug, neatly coiled",电缆,Cable,工业部件,Industrial_component,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/d97d9c3a-8bf4-49f9-b99f-8becd8dd12b3,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
650,25_SM_Cords_Wires_NN_01k,"0.740,0.390,0.115",带深色接头的棕褐色橡胶缠绕电缆线,Brown rubber-wrapped cable with dark-colored connectors,电缆,Cable,工业部件,Industrial_component,,SORTED_ANISOTROPIC,0,0.0,https://www.fab.com/zh-cn/listings/d97d9c3a-8bf4-49f9-b99f-8becd8dd12b3,Dekogon Studios,https://www.fab.com/zh-cn/sellers/Dekogon%20Studios,CC BY-NC-SA 4.0,,
